final_filename,title_short,author,isbn13,isbn,status,via,width,height,source_url,notes
pollan_the-omnivores-dilemma.png,The Omnivore's Dilemma,Michael Pollan,9781594200823,1594200823,ok,isbn13,323,500,https://covers.openlibrary.org/b/isbn/9781594200823-L.jpg?default=false,
brenner_the-emperors-of-chocolate.png,The Emperors of Chocolate,Joel Glenn Brenner,9780767904575,0767904575,ok,isbn13,321,475,https://covers.openlibrary.org/b/isbn/9780767904575-L.jpg?default=false,
lee_to-kill-a-mockingbird.png,To Kill a Mockingbird,Harper Lee,9780060935467,0060935464,ok,isbn13,320,500,https://covers.openlibrary.org/b/isbn/9780060935467-L.jpg?default=false,
jones_powers-and-thrones.png,Powers and Thrones,Dan Jones,9781984880871,198488087X,ok,isbn13,331,500,https://covers.openlibrary.org/b/isbn/9781984880871-L.jpg?default=false,
weir_project-hail-mary.png,Project Hail Mary,Andy Weir,9780593135204,0593135202,ok,ol-search2,325,500,https://covers.openlibrary.org/b/id/11200092-L.jpg,
dostoyevsky_crime-and-punishment.png,Crime and Punishment,Fyodor Dostoyevsky,,,ok,ol-search2,306,500,https://covers.openlibrary.org/b/id/14831464-L.jpg,
mclean_the-smartest-guys-in-the-room.png,The Smartest Guys in the Room,Bethany McLean and Peter Elkind,9781591840534,1591840538,ok,isbn13,307,475,https://covers.openlibrary.org/b/isbn/9781591840534-L.jpg?default=false,
crouch_the-tech-wise-family.png,The Tech-Wise Family,Andy Crouch,9780801018664,0801018668,ok,isbn13,357,500,https://covers.openlibrary.org/b/isbn/9780801018664-L.jpg?default=false,
mccullough_the-greater-journey.png,The Greater Journey,David McCullough,9781416571766,1416571760,ok,isbn13,331,500,https://covers.openlibrary.org/b/isbn/9781416571766-L.jpg?default=false,
gaskill_sacred-symbols.png,Sacred Symbols,Alonzo L. Gaskill,9781599559650,159955965X,ok,isbn13,329,500,https://covers.openlibrary.org/b/isbn/9781599559650-L.jpg?default=false,
ambrose_undaunted-courage.png,Undaunted Courage,Stephen E. Ambrose,9780743477888,074347788X,ok,isbn13,325,500,https://covers.openlibrary.org/b/isbn/9780743477888-L.jpg?default=false,
lansing_endurance.png,Endurance,Alfred Lansing,,,ok,search,325,500,https://covers.openlibrary.org/b/id/540107-L.jpg,
duckworth_grit.png,Grit,Angela Duckworth,9781443442312,1443442313,ok,isbn13,329,500,https://covers.openlibrary.org/b/isbn/9781443442312-L.jpg?default=false,
grant_originals.png,Originals,Adam Grant,9780525429562,0525429565,ok,isbn13,324,500,https://covers.openlibrary.org/b/isbn/9780525429562-L.jpg?default=false,
mccullough_the-wright-brothers.png,The Wright Brothers,David McCullough,,,small,search,241,350,https://covers.openlibrary.org/b/id/7317364-L.jpg,
